PURCHASE_ORDER_ID,PURCHASE_ORDER_NUMBER,PURCHASE_ORDER_DATE,REVISION_NUMBER,SUPPLIER_ID,SUPPLIER_SITE_ID,BUYER_EMPLOYEE_ID,PURCHASE_ORDER_TYPE,PURCHASE_ORDER_STATUS,CURRENCY_ID,PAYMENT_TERMS,SHIPPING_TERMS,SHIP_TO_SITE_ID,SHIP_TO_LOCATION_ID,BILL_TO_ORGANIZATION_ID,TOTAL_PURCHASE_ORDER_VALUE,VENDOR_REFERENCE_NUMBER,ERP_SOURCE_SYSTEM,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
98,PO-SAG-00000098,2023-04-02,0,187,,22,STANDARD,CLOSED,3,NET30,CIF,3,,2,824518.46,VR-00000098,SAGE_OFFICE_3,2023-04-02 00:00:00,,True,SYSTEM,2023-04-02 00:00:00,SYSTEM,2023-04-02 00:00:00
99,PO-BAA-00000099,2023-07-06,0,125,,44,STANDARD,APPROVED,2,NET45,EXW,3,,6,3126679.8,VR-00000099,BAAN_PLANT_2,2023-07-06 00:00:00,,True,SYSTEM,2023-07-06 00:00:00,SYSTEM,2023-07-06 00:00:00
100,PO-SAP-00000100,2023-04-14,0,195,,78,CONTRACT,CLOSED,3,NET45,EXW,1,,7,2392572.84,VR-00000100,SAP_CANADA,2023-04-14 00:00:00,,True,SYSTEM,2023-04-14 00:00:00,SYSTEM,2023-04-14 00:00:00
101,PO-BIO-00000101,2024-09-10,0,87,,25,CONTRACT,APPROVED,3,NET60,FOB,6,,2,15069525.86,VR-00000101,BIOFLOW_LAB_ASIA,2024-09-10 00:00:00,,True,SYSTEM,2024-09-10 00:00:00,SYSTEM,2024-09-10 00:00:00
102,PO-DYN-00000102,2023-03-31,0,128,,95,CONTRACT,CANCELLED,5,NET60,EXW,3,,7,7732566.27,VR-00000102,DYNAMICS_NAV_1,2023-03-31 00:00:00,,True,SYSTEM,2023-03-31 00:00:00,SYSTEM,2023-03-31 00:00:00
103,PO-SAP-00000103,2023-08-17,0,60,,77,BLANKET,APPROVED,3,NET60,FOB,2,,5,4521754.38,VR-00000103,SAP_ITALY,2023-08-17 00:00:00,,True,SYSTEM,2023-08-17 00:00:00,SYSTEM,2023-08-17 00:00:00
104,PO-ORA-00000104,2023-11-13,0,82,,63,CONTRACT,CANCELLED,5,NET45,CIF,4,,1,4636630.48,VR-00000104,ORACLE_MANUFACTURING,2023-11-13 00:00:00,,True,SYSTEM,2023-11-13 00:00:00,SYSTEM,2023-11-13 00:00:00
105,PO-BAA-00000105,2024-02-06,0,141,,44,CONTRACT,CANCELLED,5,NET30,EXW,6,,2,7640920.51,VR-00000105,BAAN_PLANT_1,2024-02-06 00:00:00,,True,SYSTEM,2024-02-06 00:00:00,SYSTEM,2024-02-06 00:00:00
106,PO-JDE-00000106,2023-05-02,0,9,,90,BLANKET,CLOSED,5,NET60,CIF,5,,1,6750189.85,VR-00000106,JDE_LEGACY_2,2023-05-02 00:00:00,,True,SYSTEM,2023-05-02 00:00:00,SYSTEM,2023-05-02 00:00:00
107,PO-JDE-00000107,2023-03-07,0,84,,17,CONTRACT,APPROVED,1,NET60,CIF,7,,1,8302892.8,VR-00000107,JDE_LEGACY_2,2023-03-07 00:00:00,,True,SYSTEM,2023-03-07 00:00:00,SYSTEM,2023-03-07 00:00:00
108,PO-SAP-00000108,2023-09-20,0,144,,67,BLANKET,CANCELLED,1,NET30,EXW,5,,6,2723963.31,VR-00000108,SAP_UK,2023-09-20 00:00:00,,True,SYSTEM,2023-09-20 00:00:00,SYSTEM,2023-09-20 00:00:00
109,PO-SAG-00000109,2024-06-19,0,81,,71,BLANKET,OPEN,2,NET45,FOB,2,,3,5574301.61,VR-00000109,SAGE_OFFICE_1,2024-06-19 00:00:00,,True,SYSTEM,2024-06-19 00:00:00,SYSTEM,2024-06-19 00:00:00
110,PO-LEG-00000110,2023-10-07,0,86,,97,BLANKET,APPROVED,2,NET45,EXW,5,,4,4783890.46,VR-00000110,LEGACY_MAINFRAME,2023-10-07 00:00:00,,True,SYSTEM,2023-10-07 00:00:00,SYSTEM,2023-10-07 00:00:00
111,PO-SAP-00000111,2023-05-11,0,152,,55,CONTRACT,APPROVED,2,NET45,EXW,3,,5,5549263.98,VR-00000111,SAP_US_EAST,2023-05-11 00:00:00,,True,SYSTEM,2023-05-11 00:00:00,SYSTEM,2023-05-11 00:00:00
112,PO-JDE-00000112,2024-11-24,0,176,,87,CONTRACT,APPROVED,1,NET30,FOB,4,,3,7134252.09,VR-00000112,JDE_LEGACY_2,2024-11-24 00:00:00,,True,SYSTEM,2024-11-24 00:00:00,SYSTEM,2024-11-24 00:00:00
113,PO-SAP-00000113,2024-06-10,0,35,,99,CONTRACT,CLOSED,5,NET30,EXW,8,,4,3030243.25,VR-00000113,SAP_CANADA,2024-06-10 00:00:00,,True,SYSTEM,2024-06-10 00:00:00,SYSTEM,2024-06-10 00:00:00
114,PO-BAA-00000114,2023-11-03,0,96,,55,CONTRACT,OPEN,2,NET45,EXW,5,,3,8391112.24,VR-00000114,BAAN_PLANT_1,2023-11-03 00:00:00,,True,SYSTEM,2023-11-03 00:00:00,SYSTEM,2023-11-03 00:00:00
115,PO-CUS-00000115,2024-05-12,0,73,,90,CONTRACT,APPROVED,5,NET30,CIF,4,,2,1482828.07,VR-00000115,CUSTOM_WMS_1,2024-05-12 00:00:00,,True,SYSTEM,2024-05-12 00:00:00,SYSTEM,2024-05-12 00:00:00
116,PO-SAP-00000116,2023-05-16,0,31,,75,BLANKET,OPEN,3,NET30,CIF,4,,6,9064301.96,VR-00000116,SAP_US_CENTRAL,2023-05-16 00:00:00,,True,SYSTEM,2023-05-16 00:00:00,SYSTEM,2023-05-16 00:00:00
117,PO-SAP-00000117,2024-09-08,0,191,,33,CONTRACT,CLOSED,2,NET45,EXW,4,,6,2734013.7,VR-00000117,SAP_US_CENTRAL,2024-09-08 00:00:00,,True,SYSTEM,2024-09-08 00:00:00,SYSTEM,2024-09-08 00:00:00
118,PO-SAP-00000118,2023-05-01,0,184,,27,CONTRACT,OPEN,5,NET30,DDP,7,,6,10952888.88,VR-00000118,SAP_GERMANY,2023-05-01 00:00:00,,True,SYSTEM,2023-05-01 00:00:00,SYSTEM,2023-05-01 00:00:00
119,PO-SAP-00000119,2024-01-13,0,155,,23,BLANKET,APPROVED,3,NET30,CIF,3,,1,7934705.56,VR-00000119,SAP_UK,2024-01-13 00:00:00,,True,SYSTEM,2024-01-13 00:00:00,SYSTEM,2024-01-13 00:00:00
120,PO-NET-00000120,2023-09-09,0,110,,37,BLANKET,OPEN,5,NET60,DDP,2,,1,6651563.78,VR-00000120,NETSUITE_SUBSIDIARY_1,2023-09-09 00:00:00,,True,SYSTEM,2023-09-09 00:00:00,SYSTEM,2023-09-09 00:00:00
121,PO-SAG-00000121,2023-03-28,0,93,,39,CONTRACT,CLOSED,2,NET45,FOB,3,,3,929521.11,VR-00000121,SAGE_OFFICE_1,2023-03-28 00:00:00,,True,SYSTEM,2023-03-28 00:00:00,SYSTEM,2023-03-28 00:00:00
122,PO-ORA-00000122,2024-11-08,0,128,,3,BLANKET,CANCELLED,1,NET30,FOB,1,,1,14907201.13,VR-00000122,ORACLE_APAC_HQ,2024-11-08 00:00:00,,True,SYSTEM,2024-11-08 00:00:00,SYSTEM,2024-11-08 00:00:00
123,PO-ORA-00000123,2024-01-05,0,90,,4,STANDARD,CLOSED,5,NET30,FOB,3,,2,3456605.09,VR-00000123,ORACLE_DISTRIBUTION,2024-01-05 00:00:00,,True,SYSTEM,2024-01-05 00:00:00,SYSTEM,2024-01-05 00:00:00
124,PO-SAP-00000124,2023-01-13,0,20,,25,BLANKET,OPEN,2,NET30,FOB,8,,3,8201334.23,VR-00000124,SAP_CHINA,2023-01-13 00:00:00,,True,SYSTEM,2023-01-13 00:00:00,SYSTEM,2023-01-13 00:00:00
125,PO-ORA-00000125,2023-12-10,0,155,,5,STANDARD,CLOSED,3,NET30,FOB,3,,5,39976.86,VR-00000125,ORACLE_EMEA_HQ,2023-12-10 00:00:00,,True,SYSTEM,2023-12-10 00:00:00,SYSTEM,2023-12-10 00:00:00
126,PO-BIO-00000126,2023-02-16,0,124,,46,STANDARD,OPEN,1,NET45,EXW,5,,6,1410330.0,VR-00000126,BIOFLOW_LAB_EU,2023-02-16 00:00:00,,True,SYSTEM,2023-02-16 00:00:00,SYSTEM,2023-02-16 00:00:00
127,PO-SAP-00000127,2023-04-14,0,129,,38,BLANKET,CANCELLED,5,NET30,EXW,8,,2,4937622.08,VR-00000127,SAP_US_WEST,2023-04-14 00:00:00,,True,SYSTEM,2023-04-14 00:00:00,SYSTEM,2023-04-14 00:00:00
128,PO-SAP-00000128,2024-09-17,0,54,,91,BLANKET,CLOSED,5,NET45,DDP,2,,7,1452629.53,VR-00000128,SAP_CHINA,2024-09-17 00:00:00,,True,SYSTEM,2024-09-17 00:00:00,SYSTEM,2024-09-17 00:00:00
129,PO-SAP-00000129,2024-10-27,0,114,,20,STANDARD,CLOSED,5,NET45,CIF,1,,5,2988128.3,VR-00000129,SAP_ITALY,2024-10-27 00:00:00,,True,SYSTEM,2024-10-27 00:00:00,SYSTEM,2024-10-27 00:00:00
130,PO-JDE-00000130,2023-03-16,0,103,,77,BLANKET,OPEN,5,NET45,EXW,2,,4,8292003.69,VR-00000130,JDE_LEGACY_1,2023-03-16 00:00:00,,True,SYSTEM,2023-03-16 00:00:00,SYSTEM,2023-03-16 00:00:00
131,PO-SAP-00000131,2023-02-25,0,55,,50,STANDARD,APPROVED,5,NET30,CIF,5,,3,6571455.71,VR-00000131,SAP_US_WEST,2023-02-25 00:00:00,,True,SYSTEM,2023-02-25 00:00:00,SYSTEM,2023-02-25 00:00:00
132,PO-SAP-00000132,2023-11-21,0,171,,17,CONTRACT,CANCELLED,5,NET60,FOB,3,,1,1422047.6,VR-00000132,SAP_CHINA,2023-11-21 00:00:00,,True,SYSTEM,2023-11-21 00:00:00,SYSTEM,2023-11-21 00:00:00
133,PO-DYN-00000133,2023-07-12,0,56,,28,STANDARD,CANCELLED,2,NET60,EXW,7,,1,5053361.87,VR-00000133,DYNAMICS_NAV_2,2023-07-12 00:00:00,,True,SYSTEM,2023-07-12 00:00:00,SYSTEM,2023-07-12 00:00:00
134,PO-BIO-00000134,2024-04-25,0,51,,54,STANDARD,OPEN,5,NET30,CIF,7,,7,5743778.7,VR-00000134,BIOFLOW_MANUFACTURING,2024-04-25 00:00:00,,True,SYSTEM,2024-04-25 00:00:00,SYSTEM,2024-04-25 00:00:00
135,PO-BIO-00000135,2024-06-15,0,96,,100,BLANKET,APPROVED,2,NET30,CIF,7,,3,6460398.18,VR-00000135,BIOFLOW_LAB_ASIA,2024-06-15 00:00:00,,True,SYSTEM,2024-06-15 00:00:00,SYSTEM,2024-06-15 00:00:00
136,PO-CUS-00000136,2024-07-02,0,50,,58,STANDARD,APPROVED,5,NET45,FOB,5,,2,573612.76,VR-00000136,CUSTOM_MES_1,2024-07-02 00:00:00,,True,SYSTEM,2024-07-02 00:00:00,SYSTEM,2024-07-02 00:00:00
137,PO-SAP-00000137,2024-08-03,0,169,,4,CONTRACT,OPEN,3,NET60,CIF,6,,2,1916526.48,VR-00000137,SAP_ITALY,2024-08-03 00:00:00,,True,SYSTEM,2024-08-03 00:00:00,SYSTEM,2024-08-03 00:00:00
138,PO-SAP-00000138,2023-04-28,0,94,,58,BLANKET,CLOSED,3,NET45,FOB,3,,5,4972346.35,VR-00000138,SAP_US_WEST,2023-04-28 00:00:00,,True,SYSTEM,2023-04-28 00:00:00,SYSTEM,2023-04-28 00:00:00
139,PO-QAD-00000139,2024-03-15,0,99,,73,BLANKET,APPROVED,3,NET60,FOB,6,,4,6682401.23,VR-00000139,QAD_FACILITY_1,2024-03-15 00:00:00,,True,SYSTEM,2024-03-15 00:00:00,SYSTEM,2024-03-15 00:00:00
140,PO-INF-00000140,2024-09-08,0,73,,52,STANDARD,OPEN,2,NET45,FOB,2,,1,1503187.51,VR-00000140,INFOR_DIV_1,2024-09-08 00:00:00,,True,SYSTEM,2024-09-08 00:00:00,SYSTEM,2024-09-08 00:00:00
141,PO-CUS-00000141,2023-04-08,0,121,,67,CONTRACT,APPROVED,3,NET60,EXW,5,,6,9489306.69,VR-00000141,CUSTOM_MES_1,2023-04-08 00:00:00,,True,SYSTEM,2023-04-08 00:00:00,SYSTEM,2023-04-08 00:00:00
142,PO-LEG-00000142,2023-10-15,0,126,,74,CONTRACT,OPEN,5,NET30,EXW,4,,1,4163671.79,VR-00000142,LEGACY_AS400_1,2023-10-15 00:00:00,,True,SYSTEM,2023-10-15 00:00:00,SYSTEM,2023-10-15 00:00:00
143,PO-SAP-00000143,2023-04-23,0,191,,32,STANDARD,APPROVED,5,NET30,FOB,3,,1,1948070.34,VR-00000143,SAP_US_WEST,2023-04-23 00:00:00,,True,SYSTEM,2023-04-23 00:00:00,SYSTEM,2023-04-23 00:00:00
144,PO-SAP-00000144,2023-09-30,0,148,,2,CONTRACT,CANCELLED,1,NET45,DDP,5,,1,5137716.52,VR-00000144,SAP_GERMANY,2023-09-30 00:00:00,,True,SYSTEM,2023-09-30 00:00:00,SYSTEM,2023-09-30 00:00:00
145,PO-SAP-00000145,2023-09-28,0,46,,19,STANDARD,OPEN,1,NET45,DDP,6,,4,3453403.9,VR-00000145,SAP_JAPAN,2023-09-28 00:00:00,,True,SYSTEM,2023-09-28 00:00:00,SYSTEM,2023-09-28 00:00:00
146,PO-NET-00000146,2023-12-26,0,126,,23,BLANKET,CLOSED,5,NET45,EXW,5,,5,5414990.78,VR-00000146,NETSUITE_SUBSIDIARY_2,2023-12-26 00:00:00,,True,SYSTEM,2023-12-26 00:00:00,SYSTEM,2023-12-26 00:00:00
147,PO-SAP-00000147,2023-10-10,0,107,,65,CONTRACT,APPROVED,1,NET30,DDP,6,,2,7446211.76,VR-00000147,SAP_INDIA,2023-10-10 00:00:00,,True,SYSTEM,2023-10-10 00:00:00,SYSTEM,2023-10-10 00:00:00
148,PO-QAD-00000148,2023-07-21,0,188,,32,CONTRACT,CLOSED,1,NET30,DDP,5,,1,9026907.54,VR-00000148,QAD_FACILITY_2,2023-07-21 00:00:00,,True,SYSTEM,2023-07-21 00:00:00,SYSTEM,2023-07-21 00:00:00
149,PO-JDE-00000149,2024-02-07,0,194,,72,CONTRACT,CANCELLED,1,NET30,CIF,8,,6,3704833.23,VR-00000149,JDE_LEGACY_2,2024-02-07 00:00:00,,True,SYSTEM,2024-02-07 00:00:00,SYSTEM,2024-02-07 00:00:00
150,PO-SAG-00000150,2023-06-08,0,164,,86,STANDARD,CANCELLED,3,NET45,DDP,1,,4,5191548.03,VR-00000150,SAGE_OFFICE_3,2023-06-08 00:00:00,,True,SYSTEM,2023-06-08 00:00:00,SYSTEM,2023-06-08 00:00:00
151,PO-JDE-00000151,2023-04-20,0,99,,99,CONTRACT,APPROVED,5,NET30,CIF,3,,6,9040646.26,VR-00000151,JDE_LEGACY_3,2023-04-20 00:00:00,,True,SYSTEM,2023-04-20 00:00:00,SYSTEM,2023-04-20 00:00:00
152,PO-SAP-00000152,2024-03-06,0,99,,26,STANDARD,CLOSED,3,NET45,EXW,2,,6,3593826.9,VR-00000152,SAP_CANADA,2024-03-06 00:00:00,,True,SYSTEM,2024-03-06 00:00:00,SYSTEM,2024-03-06 00:00:00
153,PO-CUS-00000153,2023-08-19,0,74,,81,BLANKET,OPEN,2,NET60,FOB,7,,2,4009189.37,VR-00000153,CUSTOM_MES_2,2023-08-19 00:00:00,,True,SYSTEM,2023-08-19 00:00:00,SYSTEM,2023-08-19 00:00:00
154,PO-SAP-00000154,2023-11-02,0,133,,67,CONTRACT,CLOSED,5,NET45,FOB,4,,5,1823304.08,VR-00000154,SAP_ITALY,2023-11-02 00:00:00,,True,SYSTEM,2023-11-02 00:00:00,SYSTEM,2023-11-02 00:00:00
155,PO-ORA-00000155,2023-04-24,0,179,,48,BLANKET,APPROVED,1,NET45,EXW,1,,1,10355498.95,VR-00000155,ORACLE_APAC_HQ,2023-04-24 00:00:00,,True,SYSTEM,2023-04-24 00:00:00,SYSTEM,2023-04-24 00:00:00
156,PO-QAD-00000156,2023-08-26,0,61,,41,BLANKET,APPROVED,1,NET45,CIF,4,,5,3995342.7,VR-00000156,QAD_FACILITY_2,2023-08-26 00:00:00,,True,SYSTEM,2023-08-26 00:00:00,SYSTEM,2023-08-26 00:00:00
157,PO-NET-00000157,2024-05-05,0,102,,35,BLANKET,OPEN,1,NET30,DDP,2,,4,3766328.1,VR-00000157,NETSUITE_SUBSIDIARY_2,2024-05-05 00:00:00,,True,SYSTEM,2024-05-05 00:00:00,SYSTEM,2024-05-05 00:00:00
158,PO-ORA-00000158,2024-09-28,0,181,,93,CONTRACT,CLOSED,1,NET60,EXW,4,,4,13928032.56,VR-00000158,ORACLE_MANUFACTURING,2024-09-28 00:00:00,,True,SYSTEM,2024-09-28 00:00:00,SYSTEM,2024-09-28 00:00:00
159,PO-SAP-00000159,2024-08-04,0,147,,36,CONTRACT,CLOSED,5,NET30,EXW,8,,2,6813216.65,VR-00000159,SAP_JAPAN,2024-08-04 00:00:00,,True,SYSTEM,2024-08-04 00:00:00,SYSTEM,2024-08-04 00:00:00
160,PO-EPI-00000160,2023-10-10,0,67,,42,CONTRACT,CLOSED,2,NET45,EXW,4,,6,6211615.96,VR-00000160,EPICOR_SITE_B,2023-10-10 00:00:00,,True,SYSTEM,2023-10-10 00:00:00,SYSTEM,2023-10-10 00:00:00
161,PO-SAG-00000161,2024-04-26,0,96,,74,BLANKET,APPROVED,1,NET45,CIF,3,,7,5810202.8,VR-00000161,SAGE_OFFICE_2,2024-04-26 00:00:00,,True,SYSTEM,2024-04-26 00:00:00,SYSTEM,2024-04-26 00:00:00
162,PO-BAA-00000162,2024-01-06,0,197,,99,STANDARD,APPROVED,3,NET45,FOB,2,,2,4588740.38,VR-00000162,BAAN_PLANT_3,2024-01-06 00:00:00,,True,SYSTEM,2024-01-06 00:00:00,SYSTEM,2024-01-06 00:00:00
163,PO-CUS-00000163,2024-03-04,0,31,,66,STANDARD,APPROVED,5,NET30,DDP,2,,6,5740813.76,VR-00000163,CUSTOM_WMS_1,2024-03-04 00:00:00,,True,SYSTEM,2024-03-04 00:00:00,SYSTEM,2024-03-04 00:00:00
164,PO-BIO-00000164,2024-04-09,0,167,,4,BLANKET,APPROVED,5,NET45,EXW,3,,6,8568558.07,VR-00000164,BIOFLOW_LAB_EU,2024-04-09 00:00:00,,True,SYSTEM,2024-04-09 00:00:00,SYSTEM,2024-04-09 00:00:00
165,PO-BAA-00000165,2024-06-17,0,114,,100,STANDARD,CLOSED,3,NET30,EXW,2,,1,4721825.92,VR-00000165,BAAN_PLANT_3,2024-06-17 00:00:00,,True,SYSTEM,2024-06-17 00:00:00,SYSTEM,2024-06-17 00:00:00
166,PO-SAP-00000166,2024-06-17,0,181,,38,STANDARD,APPROVED,1,NET30,DDP,1,,4,7244090.42,VR-00000166,SAP_INDIA,2024-06-17 00:00:00,,True,SYSTEM,2024-06-17 00:00:00,SYSTEM,2024-06-17 00:00:00
167,PO-NET-00000167,2023-11-30,0,115,,44,CONTRACT,OPEN,5,NET45,EXW,2,,4,8251074.99,VR-00000167,NETSUITE_SUBSIDIARY_2,2023-11-30 00:00:00,,True,SYSTEM,2023-11-30 00:00:00,SYSTEM,2023-11-30 00:00:00
168,PO-INF-00000168,2024-08-09,0,57,,51,CONTRACT,APPROVED,2,NET45,CIF,2,,3,2504909.02,VR-00000168,INFOR_DIV_2,2024-08-09 00:00:00,,True,SYSTEM,2024-08-09 00:00:00,SYSTEM,2024-08-09 00:00:00
169,PO-INF-00000169,2024-02-28,0,85,,51,STANDARD,CLOSED,2,NET45,EXW,1,,5,4402526.19,VR-00000169,INFOR_DIV_3,2024-02-28 00:00:00,,True,SYSTEM,2024-02-28 00:00:00,SYSTEM,2024-02-28 00:00:00
170,PO-ORA-00000170,2023-01-24,0,191,,76,STANDARD,OPEN,5,NET30,EXW,4,,5,6759764.02,VR-00000170,ORACLE_MANUFACTURING,2023-01-24 00:00:00,,True,SYSTEM,2023-01-24 00:00:00,SYSTEM,2023-01-24 00:00:00
171,PO-SAP-00000171,2024-06-19,0,122,,15,STANDARD,CANCELLED,5,NET45,CIF,5,,6,1895303.43,VR-00000171,SAP_CANADA,2024-06-19 00:00:00,,True,SYSTEM,2024-06-19 00:00:00,SYSTEM,2024-06-19 00:00:00
172,PO-CUS-00000172,2024-05-13,0,135,,93,STANDARD,APPROVED,5,NET60,EXW,7,,1,3734587.96,VR-00000172,CUSTOM_MES_2,2024-05-13 00:00:00,,True,SYSTEM,2024-05-13 00:00:00,SYSTEM,2024-05-13 00:00:00
173,PO-SAP-00000173,2024-03-02,0,82,,75,CONTRACT,CLOSED,5,NET45,EXW,2,,3,2731823.24,VR-00000173,SAP_CHINA,2024-03-02 00:00:00,,True,SYSTEM,2024-03-02 00:00:00,SYSTEM,2024-03-02 00:00:00
174,PO-SAP-00000174,2024-07-08,0,144,,10,STANDARD,APPROVED,2,NET60,EXW,2,,4,8867910.41,VR-00000174,SAP_GERMANY,2024-07-08 00:00:00,,True,SYSTEM,2024-07-08 00:00:00,SYSTEM,2024-07-08 00:00:00
175,PO-BIO-00000175,2024-04-28,0,171,,48,BLANKET,OPEN,1,NET60,DDP,4,,1,3331349.88,VR-00000175,BIOFLOW_LAB_US,2024-04-28 00:00:00,,True,SYSTEM,2024-04-28 00:00:00,SYSTEM,2024-04-28 00:00:00
176,PO-JDE-00000176,2023-10-09,0,166,,1,BLANKET,CLOSED,1,NET60,DDP,5,,1,7337337.53,VR-00000176,JDE_LEGACY_2,2023-10-09 00:00:00,,True,SYSTEM,2023-10-09 00:00:00,SYSTEM,2023-10-09 00:00:00
177,PO-QAD-00000177,2024-04-22,0,88,,32,BLANKET,APPROVED,5,NET60,CIF,2,,3,1160886.4,VR-00000177,QAD_FACILITY_1,2024-04-22 00:00:00,,True,SYSTEM,2024-04-22 00:00:00,SYSTEM,2024-04-22 00:00:00
178,PO-SAP-00000178,2024-01-24,0,14,,5,STANDARD,APPROVED,3,NET45,CIF,3,,4,7866590.25,VR-00000178,SAP_KOREA,2024-01-24 00:00:00,,True,SYSTEM,2024-01-24 00:00:00,SYSTEM,2024-01-24 00:00:00
179,PO-QAD-00000179,2023-11-27,0,151,,90,CONTRACT,APPROVED,5,NET60,CIF,1,,2,9953417.1,VR-00000179,QAD_FACILITY_1,2023-11-27 00:00:00,,True,SYSTEM,2023-11-27 00:00:00,SYSTEM,2023-11-27 00:00:00
180,PO-SAP-00000180,2023-12-08,0,170,,23,BLANKET,CLOSED,3,NET30,CIF,3,,2,836828.72,VR-00000180,SAP_UK,2023-12-08 00:00:00,,True,SYSTEM,2023-12-08 00:00:00,SYSTEM,2023-12-08 00:00:00
181,PO-CUS-00000181,2024-03-23,0,53,,91,STANDARD,OPEN,2,NET45,CIF,3,,3,3853978.32,VR-00000181,CUSTOM_MES_1,2024-03-23 00:00:00,,True,SYSTEM,2024-03-23 00:00:00,SYSTEM,2024-03-23 00:00:00
182,PO-LEG-00000182,2023-05-17,0,196,,65,BLANKET,CANCELLED,3,NET30,EXW,5,,6,9822469.08,VR-00000182,LEGACY_AS400_1,2023-05-17 00:00:00,,True,SYSTEM,2023-05-17 00:00:00,SYSTEM,2023-05-17 00:00:00
183,PO-LEG-00000183,2024-02-16,0,172,,95,BLANKET,APPROVED,1,NET30,FOB,5,,5,11044979.94,VR-00000183,LEGACY_AS400_1,2024-02-16 00:00:00,,True,SYSTEM,2024-02-16 00:00:00,SYSTEM,2024-02-16 00:00:00
184,PO-SAG-00000184,2023-05-10,0,25,,39,BLANKET,CANCELLED,5,NET30,CIF,7,,6,6715506.73,VR-00000184,SAGE_OFFICE_3,2023-05-10 00:00:00,,True,SYSTEM,2023-05-10 00:00:00,SYSTEM,2023-05-10 00:00:00
185,PO-BAA-00000185,2024-10-30,0,66,,78,BLANKET,APPROVED,1,NET60,DDP,4,,3,1913416.94,VR-00000185,BAAN_PLANT_1,2024-10-30 00:00:00,,True,SYSTEM,2024-10-30 00:00:00,SYSTEM,2024-10-30 00:00:00
186,PO-SAP-00000186,2024-02-21,0,2,,5,CONTRACT,OPEN,5,NET60,EXW,3,,5,5260491.38,VR-00000186,SAP_US_WEST,2024-02-21 00:00:00,,True,SYSTEM,2024-02-21 00:00:00,SYSTEM,2024-02-21 00:00:00
187,PO-CUS-00000187,2023-03-27,0,89,,28,BLANKET,CLOSED,3,NET45,DDP,5,,6,5182652.92,VR-00000187,CUSTOM_MES_2,2023-03-27 00:00:00,,True,SYSTEM,2023-03-27 00:00:00,SYSTEM,2023-03-27 00:00:00
188,PO-EPI-00000188,2024-11-11,0,28,,48,CONTRACT,APPROVED,5,NET30,EXW,4,,6,6810383.42,VR-00000188,EPICOR_SITE_C,2024-11-11 00:00:00,,True,SYSTEM,2024-11-11 00:00:00,SYSTEM,2024-11-11 00:00:00
189,PO-ORA-00000189,2023-11-27,0,52,,67,BLANKET,CANCELLED,1,NET30,EXW,1,,3,4342094.86,VR-00000189,ORACLE_DISTRIBUTION,2023-11-27 00:00:00,,True,SYSTEM,2023-11-27 00:00:00,SYSTEM,2023-11-27 00:00:00
190,PO-DYN-00000190,2024-07-04,0,184,,19,BLANKET,OPEN,1,NET60,CIF,8,,3,3878598.6,VR-00000190,DYNAMICS_AX_1,2024-07-04 00:00:00,,True,SYSTEM,2024-07-04 00:00:00,SYSTEM,2024-07-04 00:00:00
191,PO-SAP-00000191,2024-11-03,0,106,,2,BLANKET,CLOSED,2,NET60,EXW,8,,4,5170932.76,VR-00000191,SAP_CHINA,2024-11-03 00:00:00,,True,SYSTEM,2024-11-03 00:00:00,SYSTEM,2024-11-03 00:00:00
192,PO-NET-00000192,2023-06-24,0,159,,32,BLANKET,APPROVED,2,NET60,CIF,6,,2,11364232.96,VR-00000192,NETSUITE_SUBSIDIARY_1,2023-06-24 00:00:00,,True,SYSTEM,2023-06-24 00:00:00,SYSTEM,2023-06-24 00:00:00
193,PO-SAP-00000193,2024-04-12,0,177,,26,STANDARD,APPROVED,3,NET60,EXW,5,,3,2825248.65,VR-00000193,SAP_US_CENTRAL,2024-04-12 00:00:00,,True,SYSTEM,2024-04-12 00:00:00,SYSTEM,2024-04-12 00:00:00
194,PO-SAP-00000194,2023-01-10,0,146,,87,STANDARD,CLOSED,5,NET30,CIF,4,,7,8655219.95,VR-00000194,SAP_ITALY,2023-01-10 00:00:00,,True,SYSTEM,2023-01-10 00:00:00,SYSTEM,2023-01-10 00:00:00
195,PO-SAG-00000195,2023-06-25,0,102,,52,STANDARD,CANCELLED,2,NET45,CIF,6,,4,4523401.83,VR-00000195,SAGE_OFFICE_2,2023-06-25 00:00:00,,True,SYSTEM,2023-06-25 00:00:00,SYSTEM,2023-06-25 00:00:00
196,PO-DYN-00000196,2023-10-08,0,197,,72,CONTRACT,APPROVED,2,NET30,EXW,4,,7,956307.87,VR-00000196,DYNAMICS_AX_1,2023-10-08 00:00:00,,True,SYSTEM,2023-10-08 00:00:00,SYSTEM,2023-10-08 00:00:00
197,PO-ORA-00000197,2023-04-20,0,71,,44,BLANKET,CLOSED,2,NET45,DDP,6,,1,5681995.26,VR-00000197,ORACLE_EMEA_HQ,2023-04-20 00:00:00,,True,SYSTEM,2023-04-20 00:00:00,SYSTEM,2023-04-20 00:00:00
