SCORECARD_ID,SUPPLIER_ID,EVALUATION_DATE,QUALITY_SCORE,DELIVERY_SCORE,PRICE_SCORE,RESPONSIVENESS_SCORE,OVERALL_SCORE,LEAD_TIME_VARIANCE_DAYS,INVOICE_ACCURACY_PCT
1445,45,2025-10-22,82.28,75.83,83.97,75.76,79.79,2.13,95.32
1446,46,2025-10-22,100,95.02,74.44,96.35,91.57,0.55,93.96
1447,47,2025-10-22,73.36,65.33,62.25,67.5,67.3,4.08,93.8
1448,48,2025-10-22,63.01,65.1,60.55,52.45,61.44,0.14,99.83
1449,49,2025-10-22,84.71,79.05,66.49,81.46,77.97,6.58,91.55
1450,50,2025-10-22,99.94,94.26,76.34,92.06,91.16,2.33,93.4
1451,51,2025-10-22,100,100,99.03,100,99.76,1.71,96.62
1452,52,2025-10-22,78.96,73.42,69.57,75.34,74.41,0.57,93.96
1453,53,2025-10-22,52.7,70.78,58.52,82.63,64.07,6.3,99.68
1454,54,2025-10-22,66.68,91.39,40.22,64.92,67.22,4.7,97.16
1455,55,2025-10-22,95.56,90.4,96.38,93.08,93.84,2.7,91.92
1456,56,2025-10-22,78.94,87.7,65.73,71.85,77.2,1.23,96.24
1457,57,2025-10-22,83.17,63.66,73.27,84.65,75.06,0.08,91.35
1458,58,2025-10-22,91.04,100,69.6,100,89.71,1.44,96.63
1459,59,2025-10-22,69.21,68.12,52.43,68.1,64.52,0.02,90.83
1460,60,2025-10-22,65.03,61.29,58.79,66.3,62.54,0.46,92.19
1461,61,2025-10-22,100,82.63,80.77,99.01,89.83,4.13,91.39
1462,62,2025-10-22,72.51,45.89,60.1,50.33,58.09,4.01,97.63
1463,63,2025-10-22,100,93.79,100,100,98.14,0.96,95.75
1464,64,2025-10-22,86.88,100,59.15,100,85.85,3.01,92.17
1465,65,2025-10-22,81.78,96.7,67.3,66.09,80.28,2.23,98.21
1466,66,2025-10-22,89.37,68.34,74.8,89.5,79.44,1.49,94.74
1467,67,2025-10-22,62.98,66.48,67.66,78.73,67.56,1.66,100
1468,68,2025-10-22,52.33,45.72,60.94,61.28,53.84,0.39,96.56
1469,69,2025-10-22,68.71,51.44,46.7,73.41,58.73,5.02,96.78
1470,70,2025-10-22,92.22,69.1,86.93,83.35,82.63,3.97,97.65
1471,71,2025-10-22,92.78,82.35,100,75.74,88.9,2.67,96.61
1472,72,2025-10-22,83.15,75.11,81.4,87.63,80.97,1.86,95.46
1473,73,2025-10-22,68.13,68.14,78.65,65.51,70.37,1.24,89.79
1474,74,2025-10-22,79.81,77.79,64.47,62.69,72.8,2.52,93.58
1475,75,2025-10-22,96.72,75.99,61.67,63.44,76.75,1.51,100
1476,76,2025-10-22,70.01,74.29,59.32,63.67,67.67,1.7,94.97
1477,77,2025-10-22,87.74,74.2,91.95,85.46,84.39,0.15,92.69
1478,78,2025-10-22,75.86,74.97,73.16,81.72,75.79,0.75,98.29
1479,79,2025-10-22,72.03,63.97,59.76,77.86,67.42,3.25,98.32
1480,80,2025-10-22,65.86,69.54,68.72,61.52,67.03,4.41,100
1481,81,2025-10-22,83.81,52.39,47.0,83.25,65.1,1.73,94.82
1482,82,2025-10-22,74.13,67.27,59.74,85.09,70.12,0.49,93.14
1483,83,2025-10-22,85.06,89.11,75.62,60.24,80.19,0.07,90.87
1484,84,2025-10-22,83.38,86.86,65.01,83.5,79.85,2.18,90.81
1485,85,2025-10-22,90.75,100,99.77,94.54,96.35,0.01,96.03
1486,86,2025-10-22,54.84,61.9,64.19,58.33,59.82,0.72,94.97
1487,87,2025-10-22,96.85,94.66,86.46,80.78,91.18,2.69,95.3
1488,88,2025-10-22,76.41,44.95,60.19,71.99,62.26,0.4,95.16
1489,89,2025-10-22,100,100,97.84,89.66,97.91,1.63,95.23
1490,90,2025-10-22,81.84,70.69,95.04,82.76,81.93,0.99,99.43
1491,91,2025-10-22,100,75.69,74.01,81.22,83.39,2.53,96.94
1492,92,2025-10-22,57.04,43.34,49.78,55.49,50.88,1.72,100
1493,93,2025-10-22,97.27,73.63,52.52,79.9,76.39,1.15,95.51
1494,94,2025-10-22,82.28,73.63,65.19,76.26,74.51,2.8,98.44
1495,95,2025-10-22,79.55,71.62,42.37,60.13,64.96,0.37,97.01
1496,96,2025-10-22,54.13,62.27,41.91,65.25,55.19,0.41,94.92
1497,97,2025-10-22,87.34,70.87,76.68,72.48,77.5,2.28,93.49
1498,98,2025-10-22,100,100,100,100,100.0,0.69,94.84
1499,99,2025-10-22,95.92,76.24,62.09,77.05,78.73,4.17,97.13
1500,100,2025-10-22,63.31,61.64,46.6,67.72,59.29,3.47,92.05
1501,101,2025-10-22,61.46,57.8,30,39.84,49.25,1.84,97.45
1502,102,2025-10-22,75.68,52.12,35.67,50.01,54.76,3.12,94.08
1503,103,2025-10-22,83.34,90.6,82.75,80.06,84.88,2.38,100
1504,104,2025-10-22,92.31,100,79.67,100,92.61,2.21,100
1505,105,2025-10-22,70.03,87.65,67.76,63.85,73.82,3.01,95.62
1506,106,2025-10-22,58.52,30.68,52.38,37.17,45.43,2.23,93.97
1507,107,2025-10-22,67.97,74.37,78.52,63.92,71.92,2.28,93.18
1508,108,2025-10-22,97.04,82.14,95.09,94.88,91.76,0.93,96.01
1509,109,2025-10-22,100,100,100,100,100.0,2.31,95.98
1510,110,2025-10-22,74.56,62.83,58.72,91.99,69.69,2.87,99.64
1511,111,2025-10-22,77.35,82.22,68.63,74.0,76.13,3.28,97.52
1512,112,2025-10-22,38.84,30,48.15,44.63,39.38,0.81,100
1513,113,2025-10-22,78.22,88.08,52.99,72.74,74.05,0.74,98.3
1514,114,2025-10-22,83.63,72.68,86.26,100,83.46,3.44,98.38
1515,115,2025-10-22,100,79.11,95.1,80.16,89.53,1.78,95.16
1516,116,2025-10-22,73.89,61.12,73.39,66.01,68.75,0.32,97.28
1517,117,2025-10-22,71.65,79.75,52.25,67.6,68.62,2.68,96.91
1518,118,2025-10-22,85.88,80.26,80.09,91.37,83.57,2.07,99.17
1519,119,2025-10-22,100,89.7,77.59,100,91.31,6.51,96.09
1520,120,2025-10-22,64.76,55.68,79.3,65.77,65.82,0.96,96.08
1521,121,2025-10-22,82.19,72.05,77.45,81.21,77.82,2.45,100
1522,122,2025-10-22,97.99,100,80.42,93.35,93.5,3.4,100
1523,123,2025-10-22,50.01,66.48,39.48,35.44,50.13,3.54,94.37
1524,124,2025-10-22,90.67,76.41,62.75,70.43,76.38,1.08,96.74
1525,125,2025-10-22,68.68,51.89,58.36,59.38,59.67,7.35,93.93
1526,126,2025-10-22,95.12,96.76,88.51,86.34,92.64,1.65,97.78
1527,127,2025-10-22,76.9,72.86,65.24,66.04,71.14,5.6,95.62
1528,128,2025-10-22,93.0,81.24,83.58,85.0,85.92,3.02,93.5
1529,129,2025-10-22,74.05,61.02,74.3,59.38,68.0,0.59,95.34
1530,130,2025-10-22,88.16,81.03,81.09,88.28,84.27,1.77,98.41
1531,131,2025-10-22,70.46,73.88,54.41,84.71,69.61,7.83,96.34
1532,132,2025-10-22,71.98,62.35,48.47,79.76,64.38,2.86,99.57
1533,133,2025-10-22,74.23,76.0,78.82,92.81,78.69,1.19,96.11
1534,134,2025-10-22,95.25,78.18,74.97,72.28,81.61,0.77,93.45
1535,135,2025-10-22,76.67,78.9,33.63,71.11,65.74,4.34,94.85
1536,136,2025-10-22,97.8,69.07,93.2,80.22,85.4,0.34,95.71
1537,137,2025-10-22,61.12,61.6,66.25,62.88,62.81,0.41,91.2
1538,138,2025-10-22,100,97.67,93.26,100,97.62,1.03,90.11
1539,139,2025-10-22,95.47,88.18,83.17,91.58,89.62,2.26,90.03
1540,140,2025-10-22,75.77,66.55,60.16,92.94,71.68,0.63,94.52
1541,141,2025-10-22,94.43,100,71.83,100,91.28,2.32,97.49
1542,142,2025-10-22,82.79,75.21,52.1,88.33,73.67,2.42,100
1543,143,2025-10-22,80.36,75.19,69.41,65.62,73.86,2.1,96.39
1544,144,2025-10-22,92.83,100,96.17,81.34,94.09,4.43,96.41
1545,145,2025-10-22,100,100,86.43,99.39,96.52,0.96,99.69
1546,146,2025-10-22,94.77,86.0,91.13,84.97,89.76,2.46,100
1547,147,2025-10-22,93.48,97.38,100,100,97.26,2.25,97.14
1548,148,2025-10-22,66.54,63.05,38.16,66.22,58.35,0.86,97.55
1549,149,2025-10-22,95.41,100,100,90.55,97.21,4.85,97.55
1550,150,2025-10-22,76.81,88.38,64.01,84.58,78.25,1.4,100
1551,151,2025-10-22,79.66,66.88,83.15,94.28,78.89,4.75,95.25
1552,152,2025-10-22,90.25,73.65,90.54,83.64,84.35,2.74,94.71
1553,153,2025-10-22,64.65,57.13,42.72,81.86,59.49,0.38,98.53
1554,154,2025-10-22,51.76,34.54,47.74,36.68,43.33,6.21,99.44
1555,155,2025-10-22,73.46,71.64,50.16,53.39,64.08,2.41,96.84
1556,156,2025-10-22,78.97,56.56,59.15,47.37,62.55,0.79,94.89
1557,157,2025-10-22,93.89,100,87.38,100,95.01,3.25,98.59
1558,158,2025-10-22,64.03,59.05,59.52,61.75,61.07,8.71,96.17
1559,159,2025-10-22,79.06,83.77,72.49,77.05,78.53,1.11,95.52
1560,160,2025-10-22,92.97,75.94,69.02,84.85,80.66,3.35,92.22
1561,161,2025-10-22,100,100,85.89,100,96.47,5.91,96.65
1562,162,2025-10-22,97.29,75.83,99.85,66.34,86.85,1.3,93.67
1563,163,2025-10-22,52.75,71.86,82.47,93.47,72.02,4.46,97.87
1564,164,2025-10-22,85.84,56.66,85.54,61.04,73.29,1.24,96.28
1565,165,2025-10-22,46.16,45.08,30,30,39.37,1.03,100
1566,166,2025-10-22,88.09,89.75,78.73,85.83,85.91,4.41,100
1567,167,2025-10-22,87.13,77.79,90.04,78.72,83.8,2.76,93.02
1568,168,2025-10-22,75.16,81.44,64.86,76.41,74.66,3.87,94.34
1569,169,2025-10-22,60.58,33.61,53.64,44.88,48.4,0.21,92.56
1570,170,2025-10-22,76.56,67.04,68.62,87.87,73.42,0.78,100
1571,171,2025-10-22,93.12,86.77,62.62,89.37,83.03,4.1,97.96
1572,172,2025-10-22,63.04,71.85,37.72,66.14,59.82,3.13,89.96
1573,173,2025-10-22,98.59,74.62,81.09,78.65,84.03,1.02,91.8
1574,174,2025-10-22,100,100,87.26,94.73,96.03,0.8,97.22
1575,175,2025-10-22,100,96.25,93.5,86.04,95.15,2.11,98.95
1576,176,2025-10-22,67.71,63.12,69.61,80.65,68.75,2.21,95.84
1577,177,2025-10-22,64.22,46.2,44.77,55.68,52.67,2.09,96.64
1578,178,2025-10-22,94.42,89.49,90.4,82.84,90.2,0.42,98.63
1579,179,2025-10-22,94.24,69.32,95.39,100,87.92,3.12,95.0
1580,180,2025-10-22,100,100,91.27,99.64,97.76,2.94,100
1581,181,2025-10-22,81.61,68.22,65.12,77.83,72.9,2.42,100
1582,182,2025-10-22,74.49,59.72,75.8,91.68,72.96,5.59,99.04
1583,183,2025-10-22,92.31,93.07,100,100,95.61,0.7,99.98
1584,184,2025-10-22,61.84,56.84,55.07,65.72,59.23,5.72,98.08
1585,185,2025-10-22,30,30,48.62,30,34.66,2.31,89.11
1586,186,2025-10-22,90.81,90.0,76.83,79.67,85.4,0.19,93.83
1587,187,2025-10-22,77.92,61.23,75.96,86.45,73.7,5.04,96.12
1588,188,2025-10-22,92.79,100,100,91.33,96.54,1.2,93.55
1589,189,2025-10-22,100,78.81,100,100,93.64,1.29,94.74
1590,190,2025-10-22,100,94.93,100,100,98.48,2.14,92.68
1591,191,2025-10-22,100,82.05,76.61,98.96,88.61,2.2,95.23
1592,192,2025-10-22,84.74,81.67,76.87,87.3,82.24,3.4,95.66
1593,193,2025-10-22,93.99,78.93,73.35,80.29,82.26,0.77,94.23
1594,194,2025-10-22,71.6,52.1,78.34,84.15,69.32,2.78,93.31
1595,195,2025-10-22,98.16,94.94,82.51,100,93.56,4.71,94.47
1596,196,2025-10-22,65.76,53.3,66.29,58.37,61.05,2.44,94.66
1597,197,2025-10-22,86.14,86.76,83.86,81.9,85.12,1.97,95.32
1598,198,2025-10-22,73.36,62.79,46.85,65.11,62.32,3.75,95.37
1599,199,2025-10-22,87.55,98.98,60.51,88.61,84.38,0.19,99.48
1600,200,2025-10-22,71.74,65.97,66.85,72.98,68.97,0.7,97.03
