DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
25,13,COMPLIANCE,Regulatory Compliance Certificate - Premier Precision Industries,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-698290
Issued To: Premier Precision Industries
Effective Date: 2023-07-08
Expiration Date: 2025-11-23

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: N/A
- RoHS Compliance: Exempt
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2022-11-25
Inspection Result: NAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Precision Industries maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Premier Precision Industries including FDA, ISO, and GMP certifications.",2023-07-08,2025-11-23,ACTIVE,/documents/compliance/13/25.pdf,234008,SYSTEM,2023-07-08 00:00:00,SYSTEM,2023-07-08 00:00:00
26,14,COMPLIANCE,Regulatory Compliance Certificate - Advanced Precision Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-351115
Issued To: Advanced Precision Components
Effective Date: 2023-04-09
Expiration Date: 2024-07-19

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Compliant
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-08-06
Inspection Result: OAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Advanced Precision Components maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Advanced Precision Components including FDA, ISO, and GMP certifications.",2023-04-09,2024-07-19,ACTIVE,/documents/compliance/14/26.pdf,391162,SYSTEM,2023-04-09 00:00:00,SYSTEM,2023-04-09 00:00:00
27,15,CONTRACT,Master Supply Agreement - Summit Bio Engineering,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Summit Bio Engineering (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-05-25.

2. PRICING: 
   - Base unit price: $255.49 per unit
   - Annual price adjustment: Maximum 2% based on commodity index
   - Volume discounts: 14% for orders exceeding 1802 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 54 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 95%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Source
   - Warranty period: 28 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 48 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Summit Bio Engineering covering pricing, delivery, quality, and indemnification terms.",2023-05-25,2025-08-08,ACTIVE,/documents/contract/15/27.pdf,244827,SYSTEM,2023-05-25 00:00:00,SYSTEM,2023-05-25 00:00:00
28,16,AUDIT,Quality Audit Report - Allied Alloys Materials,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Allied Alloys Materials
Audit Date: 2023-03-13
Audit Type: Annual
Auditor: Auditor-41

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Excellent
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.11
   - Equipment Calibration: Current
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Partial
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 5 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-03-12","Quality audit findings for Allied Alloys Materials covering QMS, manufacturing, and compliance.",2023-03-13,2025-07-01,ACTIVE,/documents/audit/16/28.pdf,397127,SYSTEM,2023-03-13 00:00:00,SYSTEM,2023-03-13 00:00:00
29,16,COMPLIANCE,Regulatory Compliance Certificate - Allied Alloys Materials,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-578251
Issued To: Allied Alloys Materials
Effective Date: 2023-09-11
Expiration Date: 2024-11-17

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-1426926
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-06-08
Inspection Result: VAI
Form 483 Observations: 0

WARNING LETTERS:
No warning letters on file

This certificate confirms that Allied Alloys Materials maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Allied Alloys Materials including FDA, ISO, and GMP certifications.",2023-09-11,2024-11-17,ACTIVE,/documents/compliance/16/29.pdf,287032,SYSTEM,2023-09-11 00:00:00,SYSTEM,2023-09-11 00:00:00
30,16,AUDIT,Quality Audit Report - Allied Alloys Materials,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Allied Alloys Materials
Audit Date: 2023-01-03
Audit Type: Surveillance
Auditor: Auditor-10

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Needs Improvement
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.27
   - Equipment Calibration: Past Due
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Partial
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 0 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-01-03","Quality audit findings for Allied Alloys Materials covering QMS, manufacturing, and compliance.",2023-01-03,2024-07-21,ACTIVE,/documents/audit/16/30.pdf,309493,SYSTEM,2023-01-03 00:00:00,SYSTEM,2023-01-03 00:00:00
31,17,COMPLIANCE,Regulatory Compliance Certificate - Premier Chemical Partners,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-937782
Issued To: Premier Chemical Partners
Effective Date: 2023-03-15
Expiration Date: 2025-12-05

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-7258795
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Pending
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-04-21
Inspection Result: NAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Chemical Partners maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Premier Chemical Partners including FDA, ISO, and GMP certifications.",2023-03-15,2025-12-05,ACTIVE,/documents/compliance/17/31.pdf,392098,SYSTEM,2023-03-15 00:00:00,SYSTEM,2023-03-15 00:00:00
32,17,AUDIT,Quality Audit Report - Premier Chemical Partners,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Premier Chemical Partners
Audit Date: 2023-10-15
Audit Type: Annual
Auditor: Auditor-34

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Good
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.95
   - Equipment Calibration: Current
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 1 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-10-14","Quality audit findings for Premier Chemical Partners covering QMS, manufacturing, and compliance.",2023-10-15,2025-01-24,ACTIVE,/documents/audit/17/32.pdf,109696,SYSTEM,2023-10-15 00:00:00,SYSTEM,2023-10-15 00:00:00
33,18,AUDIT,Quality Audit Report - Precision Bio Manufacturing,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Precision Bio Manufacturing
Audit Date: 2023-07-26
Audit Type: Annual
Auditor: Auditor-42

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Excellent
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.67
   - Equipment Calibration: Current
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Limited
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 2 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-07-25","Quality audit findings for Precision Bio Manufacturing covering QMS, manufacturing, and compliance.",2023-07-26,2026-07-10,ACTIVE,/documents/audit/18/33.pdf,433906,SYSTEM,2023-07-26 00:00:00,SYSTEM,2023-07-26 00:00:00
34,18,CONTRACT,Master Supply Agreement - Precision Bio Manufacturing,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Precision Bio Manufacturing (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-10-10.

2. PRICING: 
   - Base unit price: $2392.6 per unit
   - Annual price adjustment: Maximum 4% based on commodity index
   - Volume discounts: 12% for orders exceeding 9786 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 55 days from PO receipt
   - Delivery terms: DDP
   - On-time delivery target: 96%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Source
   - Warranty period: 15 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 72 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Precision Bio Manufacturing covering pricing, delivery, quality, and indemnification terms.",2023-10-10,2026-04-06,ACTIVE,/documents/contract/18/34.pdf,293550,SYSTEM,2023-10-10 00:00:00,SYSTEM,2023-10-10 00:00:00
35,18,REGULATORY,Regulatory Compliance Certificate - Precision Bio Manufacturing,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-385061
Issued To: Precision Bio Manufacturing
Effective Date: 2023-05-29
Expiration Date: 2024-06-11

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-3204111
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-03-08
Inspection Result: No Observations
Form 483 Observations: 5

WARNING LETTERS:
No warning letters on file

This certificate confirms that Precision Bio Manufacturing maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Precision Bio Manufacturing including FDA, ISO, and GMP certifications.",2023-05-29,2024-06-11,ACTIVE,/documents/regulatory/18/35.pdf,169758,SYSTEM,2023-05-29 00:00:00,SYSTEM,2023-05-29 00:00:00
36,19,COMPLIANCE,Regulatory Compliance Certificate - United Hydraulic Manufacturing,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-775961
Issued To: United Hydraulic Manufacturing
Effective Date: 2023-06-02
Expiration Date: 2025-03-18

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-27
Inspection Result: No Observations
Form 483 Observations: 2

WARNING LETTERS:
Warning letter dated 2022-12-04 regarding contamination controls

This certificate confirms that United Hydraulic Manufacturing maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for United Hydraulic Manufacturing including FDA, ISO, and GMP certifications.",2023-06-02,2025-03-18,ACTIVE,/documents/compliance/19/36.pdf,414326,SYSTEM,2023-06-02 00:00:00,SYSTEM,2023-06-02 00:00:00
37,19,AUDIT,Quality Audit Report - United Hydraulic Manufacturing,"SUPPLIER QUALITY AUDIT REPORT

Supplier: United Hydraulic Manufacturing
Audit Date: 2023-11-24
Audit Type: Surveillance
Auditor: Auditor-2

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: C

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Needs Improvement
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.47
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Partial
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 2 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-11-23","Quality audit findings for United Hydraulic Manufacturing covering QMS, manufacturing, and compliance.",2023-11-24,2026-01-20,ACTIVE,/documents/audit/19/37.pdf,314756,SYSTEM,2023-11-24 00:00:00,SYSTEM,2023-11-24 00:00:00
38,19,AUDIT,Quality Audit Report - United Hydraulic Manufacturing,"SUPPLIER QUALITY AUDIT REPORT

Supplier: United Hydraulic Manufacturing
Audit Date: 2023-07-26
Audit Type: For-Cause
Auditor: Auditor-18

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Excellent
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.07
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Partial
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 0 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-07-25","Quality audit findings for United Hydraulic Manufacturing covering QMS, manufacturing, and compliance.",2023-07-26,2025-11-05,ACTIVE,/documents/audit/19/38.pdf,360132,SYSTEM,2023-07-26 00:00:00,SYSTEM,2023-07-26 00:00:00
39,20,AUDIT,Quality Audit Report - Continental Alloys Components,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Continental Alloys Components
Audit Date: 2023-02-17
Audit Type: Annual
Auditor: Auditor-38

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Good
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.45
   - Equipment Calibration: Past Due
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 5 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-02-17","Quality audit findings for Continental Alloys Components covering QMS, manufacturing, and compliance.",2023-02-17,2025-06-29,ACTIVE,/documents/audit/20/39.pdf,238298,SYSTEM,2023-02-17 00:00:00,SYSTEM,2023-02-17 00:00:00
